Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales
Aliens versus Predator: Extinction;XB;2003;Strategy;Electronic Arts;6;2;0;0;8
Aliens vs Predator;X360;2010;Shooter;Sega;55;4;0;11;106
Aliens vs Predator;PS3;2010;Shooter;Sega;41;47;0;18;105
Aliens vs Predator;PC;2010;Shooter;Sega;0;17;0;2;19
Aliens vs Predator: Requiem;PSP;2007;Action;Vivendi Games;3;12;0;7;22
Aliens: Colonial Marines;X360;2013;Shooter;Sega;36;37;0;7;8
Aliens: Colonial Marines;PS3;2013;Shooter;Sega;2;31;0;13;64
Aliens: Colonial Marines;PC;2013;Shooter;Sega;1;6;0;2;18
Aliens: Infestation;DS;2011;Action;Sega;1;6;0;2;18
All Grown Up! Express Yourself;GBA;2004;Misc;THQ;13;5;0;0;18
All Grown Up!: Game Boy Advance Video Volume 1;GBA;2004;Misc;N/A;17;6;0;0;24
All Japan Pro Wrestling featuring Virtua;SAT;1997;Fighting;Sega;0;0;15;0;15
All Kamen Rider: Rider Generation;DS;2011;Action;Namco Bandai Games;0;0;12;0;12
All Kamen Rider: Rider Generation 2;DS;2012;Action;Namco Bandai Games;0;0;1;0;1
All Kamen Rider: Rider Generation 2;PSP;2012;Action;Namco Bandai Games;0;0;6;0;6
All Points Bulletin;PC;2010;Role-Playing;Electronic Arts;0;3;0;1;4
All Star Cheer Squad;Wii;2008;Sports;THQ;43;29;0;8;8
All Star Cheer Squad;DS;2008;Sports;THQ;26;0;0;2;28
All Star Cheer Squad 2;Wii;2009;Sports;THQ;12;0;0;1;13
All Star Karate;Wii;2010;Action;THQ;14;7;0;2;23
All Star Pro-Wrestling;PS2;2000;Fighting;SquareSoft;0;0;2;0;2
All Star Tennis 99;N64;1999;Sports;Ubisoft;4;1;0;0;5
Alleyway;GB;1989;Puzzle;Nintendo;96;38;55;5;194
Allied General;PS;1996;Strategy;SSI;11;7;0;1;19
All-Pro Football 2K8;X360;2007;Sports;Take-Two Interactive;24;0;0;2;26
All-Pro Football 2K8;PS3;2007;Sports;Take-Two Interactive;14;0;0;1;15
All-Star Baseball 2000;N64;1999;Sports;Acclaim Entertainment;36;3;0;0;39
All-Star Baseball 2001;N64;2000;Sports;Acclaim Entertainment;22;1;0;0;23
All-Star Baseball 2002;PS2;2001;Sports;Acclaim Entertainment;27;21;0;7;56
All-Star Baseball 2002;GC;2001;Sports;Acclaim Entertainment;17;4;0;1;22
All-Star Baseball 2003;PS2;2002;Sports;Acclaim Entertainment;38;29;0;1;77
All-Star Baseball 2003;XB;2002;Sports;Acclaim Entertainment;19;6;0;1;26
All-Star Baseball 2003;GC;2002;Sports;Acclaim Entertainment;12;3;0;0;15
All-Star Baseball 2003;GBA;2002;Sports;Acclaim Entertainment;11;4;0;0;15
All-Star Baseball 2004;PS2;2003;Sports;Acclaim Entertainment;21;16;0;5;42
All-Star Baseball 2004;XB;2003;Sports;Acclaim Entertainment;1;3;0;0;13
All-Star Baseball 2004;GC;2003;Sports;Acclaim Entertainment;6;2;0;0;8
All-Star Baseball 2004;GBA;2003;Sports;Acclaim Entertainment;5;2;0;0;7
All-Star Baseball 2005;PS2;N/A;Sports;Unknown;16;12;0;4;32
All-Star Baseball 2005;XB;N/A;Sports;Unknown;11;3;0;1;15
All-Star Baseball 99;N64;1998;Sports;Acclaim Entertainment;44;4;0;0;48
Alone in the Dark;X360;2008;Adventure;Atari;14;3;0;5;49
Alone in the Dark;Wii;2008;Adventure;Atari;9;8;0;2;18
Alone in the Dark;PS2;2008;Adventure;Atari;3;2;0;1;6
Alone in the Dark;PC;2008;Adventure;Atari;0;1;0;0;1
Alone in the Dark: Inferno;PS3;2008;Adventure;Atari;9;3;0;2;14
Alone in the Dark: One-Eyed Jack's Revenge;PS;1996;Adventure;Infogrames;17;12;0;2;31
Alone in the Dark: The New Nightmare;PS;N/A;Adventure;Infogrames;9;6;0;1;16
Alpha and Omega;DS;2010;Action;Unknown;6;0;0;0;7
Alpha Protocol;PS3;2010;Role-Playing;Sega;19;18;0;7;43
Alpha Protocol;X360;2010;Role-Playing;Sega;23;13;0;4;4
Alpha Protocol;PC;2010;Role-Playing;Sega;0;3;0;1;4
Alter Echo;PS2;2003;Shooter;THQ;6;5;0;2;13
Alter Echo;XB;2003;Shooter;THQ;4;1;0;0;5
Alter Ego;PC;1985;Simulation;Activision;0;3;0;1;3
Altered Beast: Guardian of the Realms;GBA;2002;Action;THQ;7;2;0;0;9
Alundra;PS;1997;Role-Playing;Psygnosis;13;9;0;1;23
Alundra 2: A New Legend Begins;PS;1999;Role-Playing;Activision;15;1;0;2;27
Alvin and the Chipmunks;DS;2007;Misc;Brash Entertainment;12;0;0;1;14
Alvin and the Chipmunks;PS2;2007;Misc;Brash Entertainment;4;3;0;1;7
Alvin and the Chipmunks;Wii;2007;Misc;Eidos Interactive;5;0;0;0;6
Alvin and the Chipmunks: Chipwrecked;DS;2011;Misc;505 Games;7;3;0;1;11
Alvin and the Chipmunks: Chipwrecked;X360;2011;Misc;505 Games;8;1;0;1;1
Alvin and the Chipmunks: Chipwrecked;Wii;2011;Misc;505 Games;8;1;0;1;1
Alvin and the Chipmunks: The Squeakquel;DS;2009;Misc;Majesco Entertainment;28;0;0;2;3
Alvin and the Chipmunks: The Squeakquel;Wii;2009;Misc;Majesco Entertainment;9;0;0;1;1
Amagami;PSP;2011;Adventure;Kadokawa Shoten;0;0;15;0;15
Amagami;PS2;2009;Adventure;Enterbrain;0;0;13;0;13
Amagami;PSV;2014;Adventure;Kadokawa Games;0;0;4;0;4
Amagoushi no Yakata;PS2;2007;Adventure;Nippon Ichi Software;0;0;2;0;2
Amatsumi Sora ni! Kumo no Hatate ni;PSV;2015;Adventure;Prototype;0;0;2;0;2
Amazing Adventures: The Forgotten Ruins;DS;2008;Adventure;PopCap Games;13;8;0;2;24
Amazing Island;GC;2004;Strategy;Sega;4;1;0;0;6
America Oudan Ultra-Quiz;SAT;1995;Misc;Victor Interactive;0;0;2;0;2
American Bass Challenge;GBA;2001;Sports;Starfish;3;1;0;0;5
American Chopper;PS2;2004;Racing;Zoo Digital Publishing;35;1;0;6;42
American Chopper;XB;2004;Racing;Zoo Digital Publishing;11;3;0;1;15
American Chopper 2: Full Throttle;PS2;2005;Racing;Zoo Digital Publishing;9;7;0;2;18
American Chopper 2: Full Throttle;GC;2005;Racing;Activision;4;1;0;0;5
American Chopper 2: Full Throttle;XB;2005;Racing;Zoo Digital Publishing;4;1;0;0;5
American Girl: Julie Finds a Way;DS;2007;Adventure;THQ;1;0;0;1;11
American Girl: Kit Mystery Challenge!;DS;2008;Adventure;THQ;42;0;0;3;46
American Idol;PS2;2003;Misc;Codemasters;27;21;0;7;55
American Idol;GBA;2003;Misc;Codemasters;15;6;0;0;22
America's Army: Rise of a Soldier;XB;2005;Shooter;Ubisoft;19;5;0;1;25
America's Army: True Soldiers;X360;2007;Shooter;Ubisoft;8;0;0;1;8
America's Next Top Model;DS;2008;Action;Eidos Interactive;1;0;0;1;1
America's Next Top Model;Wii;2010;Action;Crave Entertainment;8;0;0;1;8
America's Test Kitchen: Let's Get Cooking;DS;2010;Simulation;Nintendo;25;0;0;2;27
AMF Bowling 2004;XB;2003;Sports;Mud Duck Productions;22;6;0;1;3
AMF Bowling Pinbusters!;Wii;2007;Sports;Bethesda Softworks;85;0;0;7;91
AMF Bowling Pinbusters!;DS;2008;Sports;Vir2L Studios;6;0;0;0;7
AMF Bowling World Lanes;Wii;2008;Sports;Bethesda Softworks;33;0;0;3;36
AMF Xtreme Bowling;PS2;2006;Sports;Mastertronic;1;1;0;0;2
Amnesia;PSP;2011;Adventure;Idea Factory;0;0;4;0;4
Amnesia Crowd;PSP;2013;Misc;Idea Factory;0;0;5;0;5
Amnesia Later;PSP;2012;Misc;Idea Factory;0;0;5;0;5
Amnesia Later;PSV;2014;Misc;Idea Factory;0;0;1;0;1
AMNESIA World;PSV;2014;Adventure;Idea Factory;0;0;3;0;3
Amped 2;XB;2003;Sports;Microsoft Game Studios;2;4;0;1;25
Amped 3;X360;2005;Sports;Take-Two Interactive;13;2;0;1;16
Amped: Freestyle Snowboarding;XB;2001;Sports;Microsoft Game Studios;69;11;0;2;82
Amplitude;PS2;2003;Misc;Sony Computer Entertainment;9;7;0;2;18
An American Tail: Fievel's Gold Rush;GBA;2002;Platform;Conspiracy Entertainment;2;1;0;0;3
Anarchy Reigns;PS3;2012;Action;Sega;1;3;6;2;21
Anarchy Reigns;X360;2012;Action;Sega;11;2;2;1;17
And1 Streetball;PS2;2006;Action;Ubisoft;13;1;0;3;27
And1 Streetball;XB;2006;Action;Ubisoft;6;2;0;0;7
Andretti Racing;PS;1996;Racing;Electronic Arts;43;29;0;5;77
Angel Blade: Neo Tokyo Guardians;PS;1997;Role-Playing;On Demand;12;8;0;1;21
Angelique Duet;PS;1998;Strategy;Tecmo Koei;0;0;4;0;4
Angelique Retour;PSV;2015;Action;Tecmo Koei;0;0;2;0;2
Angelique Trois;PS2;2000;Adventure;Tecmo Koei;0;0;6;0;6
Angelique: Maren no Rokukishi;PSP;2011;Adventure;Idea Factory;0;0;3;0;3
Angler's Club: Ultimate Bass Fishing 3D;3DS;2011;Sports;D3Publisher;0;3;0;0;3
Angry Birds;PC;2011;Puzzle;Focus Home Interactive;0;18;0;5;24
Angry Birds Star Wars;Wii;2013;Strategy;Activision;21;1;0;3;35
Angry Birds Star Wars;3DS;2013;Strategy;Activision;15;15;0;3;34
Angry Birds Star Wars;PS3;2013;Strategy;Activision;1;17;0;6;33
Angry Birds Star Wars;X360;2013;Strategy;Activision;16;11;0;3;29
Angry Birds Star Wars;PS4;2013;Strategy;Activision;1;8;0;3;2
Angry Birds Star Wars;XOne;2013;Strategy;Activision;11;4;0;1;16
Angry Birds Star Wars;PSV;2013;Strategy;Activision;5;4;0;3;12
Angry Birds Star Wars;WiiU;2013;Strategy;Activision;6;4;0;1;11
Angry Birds Trilogy;3DS;2012;Action;Activision;38;2;0;5;63
Angry Birds Trilogy;X360;2012;Action;Activision;18;6;0;2;27
Angry Birds Trilogy;PS3;2012;Action;Activision;12;2;0;2;16
Angry Birds: Rio;PC;2011;Puzzle;Focus Home Interactive;0;7;0;2;9
Anima - Gate of Memories;PS4;2016;Action;Avanquest;0;2;0;0;2
Animal Crossing;GC;2001;Simulation;Nintendo;192;16;99;9;315
Animal Crossing: Amiibo Festival;WiiU;2015;Misc;Nintendo;19;11;9;3;42
Animal Crossing: City Folk;Wii;2008;Simulation;Nintendo;187;112;132;37;468
Animal Crossing: Happy Home Designer;3DS;2015;Simulation;Nintendo;47;1;139;12;298
Animal Crossing: New Leaf;3DS;2012;Simulation;Nintendo;201;232;436;41;909
Animal Crossing: Wild World;DS;2005;Simulation;Nintendo;255;352;533;88;1227
Animal Genius;DS;2007;Puzzle;Ubisoft;11;0;0;1;12
Animal Kingdom: Wildlife Expedition;Wii;2009;Adventure;Natsume;7;0;0;1;8
Animal Paradise;DS;2007;Simulation;Empire Interactive;9;14;0;2;25
Animal Planet: Emergency Vets;DS;2009;Simulation;Activision;8;0;0;1;8
Animal Planet: Vet Collection;DS;2010;Simulation;Activision;5;0;0;0;5
Animal Planet: Vet Life;DS;2009;Simulation;Activision;1;0;0;1;11
Animal Planet: Vet Life;Wii;2009;Simulation;Activision;9;0;0;1;1
Animaniacs Ten Pin Alley;PS;1998;Sports;ASC Games;36;25;0;4;66
Animaniacs: The Great Edgar Hunt;GC;2005;Platform;Ignition Entertainment;2;1;0;0;3
AniMates!;DS;2007;Simulation;Lexicon Entertainment;2;0;0;0;3
Animorphs: Shattered Reality;PS;2000;Action;Infogrames;3;2;0;0;6
Anno 1701: Dawn of Discovery;DS;2007;Simulation;Touchstone;7;6;0;2;14
Anno 2070;PC;2011;Strategy;Ubisoft;0;113;0;32;145
Anno 2205;PC;2015;Strategy;Ubisoft;2;22;0;1;25
Ano Hi Mita Hana no Namae o Bokutachi wa Mada Shiranai;PSP;2012;Action;5pb;0;0;2;0;2
Another Code R: A Journey into Lost Memories;Wii;2009;Adventure;Nintendo;0;3;3;0;6
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!;3DS;2016;Action;Namco Bandai Games;0;0;6;0;6
Ant Nation;DS;2009;Simulation;Konami Digital Entertainment;6;1;0;1;7
Antiphona no Seikahime: Tenshi no Gakufu Op.A;PSP;2009;Role-Playing;Nippon Ichi Software;0;0;2;0;2
Antz Extreme Racing;PS2;2002;Racing;Empire Interactive;2;2;0;1;4
Antz Extreme Racing;XB;2002;Racing;Empire Interactive;1;0;0;0;2
Anubis II;Wii;2007;Platform;Metro 3D;6;0;0;0;7
Ao no Exorcist: Genkoku no Labyrinth;PSP;2012;Action;Namco Bandai Games;0;0;4;0;4
Ao no Kanata no Four Rhythm;PSV;2016;Adventure;Unknown;0;0;3;0;3
Aoishiro;PS2;2008;Adventure;Success;0;0;2;0;2
Apache: Air Assault;PS3;2010;Simulation;Activision;11;7;0;3;22
Apache: Air Assault;X360;2010;Simulation;Activision;12;4;0;1;17
Apache: Air Assault;PC;2010;Simulation;Just Flight;0;3;0;1;3
Apassionata: Die Galanacht der Pferde;DS;2009;Simulation;RTL;0;4;0;1;5
APB Reloaded;PC;2011;Role-Playing;Iceberg Interactive;2;1;0;0;4
Ape Escape;PS;1999;Platform;Sony Computer Entertainment;71;48;32;11;163
Ape Escape;PS3;2010;Platform;Sony Computer Entertainment;0;3;0;1;5
Ape Escape 2;PS2;2002;Platform;Sony Computer Entertainment;12;9;38;3;63
Ape Escape 3;PS2;2005;Platform;Sony Computer Entertainment;6;5;0;2;13
Ape Escape Academy;PSP;2004;Misc;Sony Computer Entertainment;13;15;0;5;33
Ape Escape Academy (jp sales);PSP;2004;Misc;Sony Computer Entertainment;0;0;13;0;14
Ape Escape: On the Loose;PSP;2005;Platform;Sony Computer Entertainment;52;1;12;5;7
Ape Escape: Pumped & Primed;PS2;2004;Misc;Sony Computer Entertainment;4;3;0;1;8
Apex;XB;2003;Racing;Atari;1;3;0;0;14
Apocalypse;PS;1998;Action;Activision;25;17;0;3;45
Apollo Justice: Ace Attorney;DS;2007;Adventure;Capcom;32;6;64;4;106
Aqua Aqua;PS2;2000;Puzzle;3DO;5;4;0;1;11
Aqua Panic!;DS;2009;Puzzle;Neko Entertainment;1;1;0;0;2
Aqua Teen Hunger Force: Zombie Ninja Pro-Am;PS2;2007;Racing;Midway Games;3;3;0;1;7
Aquaman: Battle for Atlantis;XB;N/A;Action;Unknown;1;0;0;0;1
Aquaman: Battle for Atlantis;GC;2003;Action;TDK Mediactive;1;0;0;0;1
Aquanaut's Holiday;PS;1995;Adventure;Sony Computer Entertainment;1;1;0;0;2
Aquanaut's Holiday: Kakusareta Kiroku;PS3;2008;Adventure;Sony Computer Entertainment;0;0;4;0;4
Aquapazza: Aquaplus Dream Match;PS3;2012;Fighting;Aqua Plus;5;0;5;1;1
Aquarium by DS;DS;2008;Simulation;Mercury Games;5;0;0;0;6
Ar Nosurge: Ode to an Unborn Star;PS3;2014;Role-Playing;Tecmo Koei;5;4;6;2;16
Ar Nosurge: Ode to an Unborn Star;PSV;2014;Role-Playing;Tecmo Koei;0;0;4;0;4
Ar tonelico 2: Melody of Metafalica;PS2;2007;Role-Playing;Nippon Ichi Software;4;3;11;1;18
Ar tonelico Qoga: Knell of Ar Ciel;PS3;2010;Role-Playing;Tecmo Koei;8;1;13;1;24
Ar tonelico: Melody of Elemia;PS2;2006;Role-Playing;505 Games;0;0;1;0;1
Arabians Lost: The Engagement on Desert;PS2;2007;Adventure;Prototype;0;0;2;0;2
Arabians Lost: The Engagement on Desert;PSP;2012;Adventure;Quinrose;0;0;1;0;1
Arc Rise Fantasia;Wii;2009;Role-Playing;Marvelous Interactive;13;0;6;1;19
Arc the Lad;PS;1995;Role-Playing;Sony Computer Entertainment;0;0;11;1;111
Arc the Lad II;PS;1996;Role-Playing;Sony Computer Entertainment;0;0;92;13;105
Arc the Lad III;PS;1999;Role-Playing;Sony Computer Entertainment;0;0;39;3;42
Arc the Lad: End of Darkness;PS2;2004;Role-Playing;Sony Computer Entertainment;3;2;0;1;6
Arc the Lad: Twilight of the Spirits;PS2;2003;Role-Playing;Sony Computer Entertainment;18;14;0;5;36
Arcade Hits: Frisky Tom;PS;2002;Action;Hamster Corporation;16;11;0;2;28
Arcade Party Pak;PS;1999;Misc;Midway Games;6;4;0;1;11
Arcade Shooting Gallery;Wii;2008;Shooter;Zoo Games;18;0;0;1;19
Arcade Zone;Wii;2009;Misc;Activision;14;0;0;1;16
Arcana Famiglia 2;PSP;2013;Adventure;Comfort;0;0;2;0;2
Arcana Famiglia: La storia della Aracana Famiglia;PSP;2011;Adventure;Comfort;0;0;5;0;5
Arcana Famiglia: Vascello Phantasma no Majutsushi;PSP;2012;Action;Comfort;0;0;2;0;2
Arcana Heart;PS2;2007;Fighting;AQ Interactive;6;5;4;2;16
Arcana Heart 3;PS3;2011;Fighting;PQube;4;5;1;2;2
Arcana Heart 3;PSV;2014;Fighting;Arc System Works;3;0;2;1;6
Arcana Heart 3;X360;2011;Fighting;PQube;0;3;2;0;5
Arcania: Gothic 4;PC;2010;Role-Playing;JoWood Productions;9;8;0;2;19
Arcania: Gothic 4;X360;2010;Role-Playing;JoWood Productions;3;4;1;1;1
Arcania: Gothic 4;PS4;2015;Role-Playing;Nordic Games;4;0;0;1;5
Archer Maclean Presents: Pool Paradise;PS2;2004;Sports;Ignition Entertainment;3;2;0;1;6
Archer Maclean Presents: Pool Paradise;GC;2004;Sports;Ignition Entertainment;2;1;0;0;3
Archer Maclean's 3D Pool;GBA;2003;Misc;Crave Entertainment;5;2;0;0;7
Archer Maclean's Mercury;PSP;2005;Puzzle;Ignition Entertainment;17;24;0;14;56
Arctic Tale;DS;2007;Adventure;Zoo Digital Publishing;13;0;0;1;14
Arctic Tale;Wii;2007;Adventure;Zoo Digital Publishing;4;0;0;0;5
Arctic Thunder;PS2;2001;Racing;Midway Games;17;14;0;5;36
Arctic Thunder;XB;2001;Racing;Midway Games;9;2;0;0;12
Are You Alice?;PSP;2011;Adventure;Idea Factory;0;0;2;0;2
Are You Smarter Than A 5th Grader?;DS;2007;Misc;Mindscape;48;0;0;4;53
Are You Smarter Than a 5th Grader? Back to School;Wii;2010;Misc;Nintendo;2;0;0;2;21
Are You Smarter Than a 5th Grader? Back to School;DS;2010;Misc;THQ;8;0;0;1;9
Are You Smarter than a 5th Grader? Game Time;Wii;2009;Puzzle;THQ;25;0;0;2;27
Are You Smarter than a 5th Grader? Game Time;DS;2009;Puzzle;THQ;22;0;0;2;24
Are You Smarter than a 5th Grader? Game Time;X360;2009;Puzzle;THQ;12;0;0;1;12
Are You Smarter than a 5th Grader? Make the Grade;Wii;2008;Misc;THQ;51;0;0;4;55
Are You Smarter than a 5th Grader? Make the Grade;DS;2008;Misc;THQ;36;0;0;3;39
Area 51;PS;1996;Shooter;GT Interactive;4;27;0;5;72
Area 51;PS2;2005;Shooter;Midway Games;22;17;0;6;45
Area 51;XB;2005;Shooter;Midway Games;22;6;0;1;29
Arena Football;PS2;2006;Sports;Electronic Arts;28;22;0;7;56
Arena Football;XB;2006;Sports;Electronic Arts;11;3;0;1;15
Aria: The Natural ~Tooi Yume no Mirage~;PS2;2006;Adventure;Alchemist;0;0;2;0;2
Aria: The Origination ~Aoi Wakusei no El Cielo~;PS2;2008;Adventure;Alchemist;0;0;2;0;2
Arkanoid DS;DS;2007;Puzzle;Square Enix;6;0;0;0;6
ArmA II;PC;2009;Shooter;505 Games;0;12;0;3;14
ArmA III;PC;2013;Shooter;Bohemia Interactive;0;1;0;2;12
Armed and Dangerous;XB;2003;Shooter;LucasArts;9;3;0;0;13
Armor Ambush;2600;1981;Action;Mattel Interactive;15;1;0;0;17
Armored Core;PS;1997;Simulation;Sony Computer Entertainment;13;9;16;3;41
Armored Core 2;PS2;2000;Simulation;Ubisoft;28;22;23;7;79
Armored Core 2: Another Age;PS2;2001;Simulation;Metro 3D;11;8;19;3;41
Armored Core 3;PS2;2002;Simulation;Metro 3D;22;17;23;6;67
Armored Core 3 Portable;PSP;2009;Simulation;From Software;0;0;8;0;8
Armored Core 4;X360;2007;Simulation;505 Games;19;1;3;2;25
Armored Core 4;PS3;2006;Simulation;505 Games;9;0;9;1;2
Armored Core SL: Silent Line Portable;PSP;2009;Simulation;From Software;0;0;3;0;3
Armored Core V;PS3;2012;Simulation;Namco Bandai Games;9;4;24;2;4
Armored Core V;X360;2012;Simulation;Namco Bandai Games;13;3;4;1;22
Armored Core: For Answer;PS3;2008;Simulation;Ubisoft;6;2;1;1;19
Armored Core: For Answer;X360;2008;Simulation;Ubisoft;6;1;7;1;15
Armored Core: Formula Front Extreme Battle;PSP;2004;Simulation;505 Games;5;0;0;0;5
Armored Core: Last Raven;PS2;2005;Simulation;505 Games;5;4;8;1;18
Armored Core: Last Raven Portable;PSP;2010;Simulation;From Software;0;0;3;0;3
Armored Core: Master of Arena;PS;1999;Simulation;From Software;7;5;13;2;26
Armored Core: Nexus;PS2;2004;Simulation;Indie Games;6;5;14;2;26
Armored Core: Nine Breaker;PS2;2004;Simulation;505 Games;3;3;0;1;7
Armored Core: Project Phantasma;PS;1997;Simulation;From Software;6;4;15;2;28
Armored Core: Silent Line;PS2;2003;Simulation;Agetec;7;6;16;2;31
Armored Core: Verdict Day;PS3;2013;Simulation;From Software;0;0;12;0;12
Armorines: Project S.W.A.R.M.;N64;1999;Shooter;Acclaim Entertainment;21;5;0;0;26
Armorines: Project S.W.A.R.M.;PS;2000;Shooter;Acclaim Entertainment;5;3;0;1;8
Army Corps of Hell;PSV;2011;Action;Square Enix;5;4;0;2;1
Army Men 3D;PS;1999;Action;3DO;11;14;0;4;128
Army Men World War: Final Front;PS;2001;Action;3DO;24;17;0;3;44
Army Men World War: Land, Sea, Air;PS;2000;Action;3DO;17;12;0;2;3
Army Men World War: Team Assault;PS;2001;Action;3DO;6;4;0;1;1
Army Men: Air Attack;PS;1999;Action;3DO;47;32;0;6;85
Army Men: Air Attack 2;PS;2000;Action;3DO;17;11;0;2;3
Army Men: Air Combat;N64;2000;Action;3DO;19;5;0;0;24
Army Men: Air Combat - The Elite Missions;GC;2003;Shooter;3DO;1;0;0;0;1
Army Men: Green Rogue;PS2;2001;Action;3DO;6;5;0;2;13
Army Men: Green Rogue;PS;2001;Action;3DO;4;2;0;0;7
Army Men: Major Malfunction;XB;2006;Shooter;Global Star;1;0;0;0;2
Army Men: RTS;PS2;2002;Strategy;3DO;5;4;0;1;11
Army Men: RTS;GC;2004;Strategy;Global Star;5;1;0;0;7
Army Men: Sarge's Heroes;N64;1999;Action;3DO;68;12;0;1;81
Army Men: Sarge's Heroes;PS;1999;Action;3DO;31;21;0;4;56
Army Men: Sarge's Heroes 2;N64;2000;Shooter;3DO;34;7;0;0;42
Army Men: Sarge's Heroes 2;PS;2000;Shooter;3DO;14;9;0;2;24
Army Men: Sarge's Heroes 2;PS2;2001;Shooter;Midas Interactive Entertainment;9;7;0;2;17
Army Men: Sarge's War;GC;2004;Shooter;Global Star;12;3;0;0;15
Army Men: Sarge's War;XB;2004;Shooter;Global Star;9;2;0;0;11
Army Men: Soldiers of Misfortune;Wii;2008;Shooter;Zoo Games;12;0;0;1;13
Army Men: Soldiers of Misfortune;DS;2008;Shooter;Zoo Games;11;0;0;1;12
Army of Two;X360;2008;Shooter;Electronic Arts;109;38;2;16;165
Army of Two;PS3;2008;Shooter;Electronic Arts;74;26;2;15;117
Army of Two: The 40th Day;X360;2010;Shooter;Electronic Arts;62;24;0;8;95
Army of Two: The 40th Day;PS3;2010;Shooter;Electronic Arts;44;27;1;12;85
Army of Two: The 40th Day;PSP;2010;Shooter;Electronic Arts;12;13;0;8;32
Army of Two: The Devil's Cartel;PS3;2013;Shooter;Electronic Arts;11;11;1;5;28
Army of Two: The Devil's Cartel;X360;2013;Shooter;Electronic Arts;16;7;0;2;26
Army Rescue;Wii;2009;Shooter;UFO Interactive;2;0;0;0;2
Around the World in 80 Days;DS;2010;Action;PlayV;0;14;0;2;16
Around the World in 80 Days;GBA;2004;Action;Hip Interactive;3;1;0;0;5
Arslan: The Warriors of Legend;PS4;2015;Action;Tecmo Koei;2;1;4;1;8
Arslan: The Warriors of Legend;PS3;2015;Action;Tecmo Koei;0;0;5;0;5
Arslan: The Warriors of Legend;XOne;2016;Action;Tecmo Koei;1;0;0;0;2
Art Academy;DS;2010;Misc;Nintendo;28;168;33;28;257
Art Academy: Home Studio;WiiU;2015;Misc;Nintendo;0;0;1;0;1
Art Academy: Lessons for Everyone;3DS;2012;Action;Nintendo;2;3;21;2;46
Art of Fighting 3: The Path of the Warrior;NG;1996;Fighting;SNK;0;0;4;0;4
Art of Fighting Anthology;PS2;2006;Fighting;Crave Entertainment;2;2;0;1;4
Arthur and the Invisibles;DS;2007;Adventure;Atari;3;0;0;0;3
Arthur! Ready to Race;PS;2000;Racing;The Learning Company;3;2;0;0;5
Arx Fatalis;XB;2003;Role-Playing;Mindscape;4;1;0;0;5
ASH: Archaic Sealed Heat;DS;2007;Role-Playing;Nintendo;0;0;12;0;12
Ashes Cricket 2009;Wii;2009;Sports;Codemasters;0;23;0;1;24
Ashes Cricket 2009;X360;2009;Sports;Codemasters;0;19;0;1;2
Ashes Cricket 2009;PS3;2009;Sports;Codemasters;0;16;0;2;17
Asphalt 3D;3DS;2011;Racing;Ubisoft;27;16;2;4;49
Asphalt: Injection;PSV;2011;Action;Ubisoft;14;6;0;4;23
Asphalt: Urban GT;DS;2004;Racing;Ubisoft;31;22;0;6;6
Asphalt: Urban GT 2;DS;2006;Racing;Ubisoft;9;4;0;1;14
Assassination Classroom: Grand Siege on Kuro-sensei;3DS;2015;Action;Namco Bandai Games;0;0;13;0;13
Assassin's Creed;X360;2007;Adventure;Ubisoft;328;165;7;55;555
Assassin's Creed;PS3;2007;Adventure;Ubisoft;191;2;9;83;483
Assassin's Creed;PC;2008;Adventure;Ubisoft;1;83;0;8;92
Assassin's Creed Chronicles;PSV;2016;Action;Ubisoft;2;6;1;2;12
Assassin's Creed Chronicles;PS4;2016;Action;Ubisoft;1;5;1;1;8
Assassin's Creed Chronicles;XOne;2016;Action;Ubisoft;0;1;0;0;1
Assassin's Creed Chronicles: China;PS4;2015;Action;Ubisoft;0;3;0;1;4
Assassin's Creed II;PS3;2009;Action;Ubisoft;254;195;21;87;557
Assassin's Creed II;X360;2009;Action;Ubisoft;31;156;8;51;527
Assassin's Creed II;PC;2010;Action;Ubisoft;1;45;0;11;57
Assassin's Creed II: Discovery;DS;2009;Action;Ubisoft;15;11;0;3;28
Assassin's Creed III;PS3;2012;Action;Ubisoft;264;256;16;114;65
Assassin's Creed III;X360;2012;Action;Ubisoft;313;171;3;44;53
Assassin's Creed III;PC;2012;Action;Ubisoft;28;53;0;13;94
Assassin's Creed III;WiiU;2012;Action;Ubisoft;19;13;0;3;36
Assassin's Creed III: Liberation;PSV;2012;Action;Ubisoft;58;55;6;28;147
